fter 0 training step(s),loss on training batch is 8.42337.The batch test accuracy = 0 , 0 ，0.
After 6700 training step(s),loss on training batch is 2.00413.The batch test accuracy = 0.804688 , 0.945312 ，0.976562.
After 6800 training step(s),loss on training batch is 1.95658.The batch test accuracy = 0.8125 , 0.976562 ，0.984375.
After 6900 training step(s),loss on training batch is 2.32235.The batch test accuracy = 0.804688 , 0.960938 ，0.96875.
After 7000 training step(s),loss on training batch is 1.8477.The batch test accuracy = 0.773438 , 0.929688 ，0.945312.
After 7100 training step(s),loss on training batch is 1.77904.The batch test accuracy = 0.914062 , 0.976562 ，0.984375.
After 7200 training step(s),loss on training batch is 1.77446.The batch test accuracy = 0.914062 , 0.976562 ，0.976562.
After 7300 training step(s),loss on training batch is 1.70389.The batch test accuracy = 0.882812 , 0.96875 ，0.984375.
After 7400 training step(s),loss on training batch is 1.7828.The batch test accuracy = 0.890625 , 0.96875 ，0.976562.
After 7500 training step(s),loss on training batch is 1.72684.The batch test accuracy = 0.90625 , 0.96875 ，0.96875.
After 7600 training step(s),loss on training batch is 1.71808.The batch test accuracy = 0.914062 , 0.984375 ，1.
After 7700 training step(s),loss on training batch is 1.77956.The batch test accuracy = 0.898438 , 0.976562 ，0.984375.
After 7800 training step(s),loss on training batch is 1.50329.The batch test accuracy = 0.953125 , 1 ，1.
After 7900 training step(s),loss on training batch is 1.67892.The batch test accuracy = 0.960938 , 0.992188 ，1.
After 8000 training step(s),loss on training batch is 1.49595.The batch test accuracy = 0.898438 , 0.976562 ，0.976562.
After 8100 training step(s),loss on training batch is 1.54886.The batch test accuracy = 0.898438 , 0.992188 ，1.
After 8200 training step(s),loss on training batch is 1.58527.The batch test accuracy = 0.914062 , 1 ，1.
After 8300 training step(s),loss on training batch is 1.56337.The batch test accuracy = 0.914062 , 0.992188 ，0.992188.
After 8400 training step(s),loss on training batch is 1.50658.The batch test accuracy = 0.9375 , 0.992188 ，0.992188.
After 8500 training step(s),loss on training batch is 1.6094.The batch test accuracy = 0.90625 , 0.976562 ，0.992188.
After 8600 training step(s),loss on training batch is 1.51333.The batch test accuracy = 0.90625 , 0.992188 ，0.992188.
After 8700 training step(s),loss on training batch is 1.46039.The batch test accuracy = 0.953125 , 0.976562 ，0.992188.
After 8800 training step(s),loss on training batch is 1.47352.The batch test accuracy = 0.945312 , 1 ，1.
After 8900 training step(s),loss on training batch is 1.2827.The batch test accuracy = 0.953125 , 0.976562 ，0.976562.
After 9000 training step(s),loss on training batch is 1.34217.The batch test accuracy = 0.898438 , 0.96875 ，0.976562.
After 9100 training step(s),loss on training batch is 1.58043.The batch test accuracy = 0.90625 , 0.984375 ，0.984375.
After 9200 training step(s),loss on training batch is 1.39493.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 9300 training step(s),loss on training batch is 1.45015.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 9400 training step(s),loss on training batch is 1.37728.The batch test accuracy = 0.90625 , 0.976562 ，0.976562.
After 9500 training step(s),loss on training batch is 1.28909.The batch test accuracy = 0.921875 , 0.984375 ，0.984375.
After 9600 training step(s),loss on training batch is 1.33551.The batch test accuracy = 0.898438 , 0.992188 ，0.992188.
After 9700 training step(s),loss on training batch is 1.39766.The batch test accuracy = 0.960938 , 0.984375 ，0.984375.
After 9800 training step(s),loss on training batch is 1.32578.The batch test accuracy = 0.945312 , 0.976562 ，0.976562.
After 9900 training step(s),loss on training batch is 1.2155.The batch test accuracy = 0.90625 , 0.984375 ，0.992188.
After 10000 training step(s),loss on training batch is 1.37609.The batch test accuracy = 0.976562 , 0.992188 ，0.992188.
After 10100 training step(s),loss on training batch is 1.40184.The batch test accuracy = 0.929688 , 0.984375 ，0.984375.
After 10200 training step(s),loss on training batch is 1.40047.The batch test accuracy = 0.976562 , 1 ，1.
After 10300 training step(s),loss on training batch is 1.32488.The batch test accuracy = 0.929688 , 0.984375 ，0.992188.
After 10400 training step(s),loss on training batch is 1.19448.The batch test accuracy = 0.929688 , 1 ，1.
After 10500 training step(s),loss on training batch is 1.34492.The batch test accuracy = 0.960938 , 0.992188 ，1.
After 10600 training step(s),loss on training batch is 1.49179.The batch test accuracy = 0.953125 , 0.992188 ，1.
After 10700 training step(s),loss on training batch is 1.31295.The batch test accuracy = 0.9375 , 0.992188 ，0.992188.
After 10800 training step(s),loss on training batch is 1.17789.The batch test accuracy = 0.945312 , 0.976562 ，0.992188.
After 10900 training step(s),loss on training batch is 1.27684.The batch test accuracy = 0.9375 , 0.984375 ，1.
After 11000 training step(s),loss on training batch is 1.14456.The batch test accuracy = 0.945312 , 0.992188 ，1.
After 11100 training step(s),loss on training batch is 1.27661.The batch test accuracy = 0.945312 , 0.984375 ，0.992188.
After 11200 training step(s),loss on training batch is 1.09913.The batch test accuracy = 0.929688 , 0.984375 ，0.992188.
After 11300 training step(s),loss on training batch is 1.09998.The batch test accuracy = 0.9375 , 1 ，1.
After 11400 training step(s),loss on training batch is 1.33341.The batch test accuracy = 0.90625 , 0.96875 ，0.992188.
After 11500 training step(s),loss on training batch is 1.07578.The batch test accuracy = 0.96875 , 0.984375 ，0.984375.
After 11600 training step(s),loss on training batch is 1.18185.The batch test accuracy = 0.914062 , 0.984375 ，0.992188.
After 11700 training step(s),loss on training batch is 1.04318.The batch test accuracy = 0.960938 , 1 ，1.
After 11800 training step(s),loss on training batch is 1.07893.The batch test accuracy = 0.9375 , 0.984375 ，0.992188.
After 11900 training step(s),loss on training batch is 1.13136.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 12000 training step(s),loss on training batch is 1.16437.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 12100 training step(s),loss on training batch is 0.979837.The batch test accuracy = 0.960938 , 1 ，1.
After 12200 training step(s),loss on training batch is 1.13281.The batch test accuracy = 0.976562 , 1 ，1.
After 12300 training step(s),loss on training batch is 1.00142.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 12400 training step(s),loss on training batch is 1.09924.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 12500 training step(s),loss on training batch is 1.07857.The batch test accuracy = 0.929688 , 0.992188 ，0.992188.
After 12600 training step(s),loss on training batch is 1.05573.The batch test accuracy = 0.9375 , 1 ，1.
After 12700 training step(s),loss on training batch is 0.94259.The batch test accuracy = 0.945312 , 0.992188 ，0.992188.
After 12800 training step(s),loss on training batch is 1.03788.The batch test accuracy = 0.960938 , 1 ，1.
After 12900 training step(s),loss on training batch is 0.899645.The batch test accuracy = 0.976562 , 1 ，1.
After 13000 training step(s),loss on training batch is 0.980173.The batch test accuracy = 0.960938 , 1 ，1.
After 13100 training step(s),loss on training batch is 0.929174.The batch test accuracy = 0.984375 , 1 ，1.
After 13200 training step(s),loss on training batch is 0.945731.The batch test accuracy = 0.976562 , 1 ，1.
After 13300 training step(s),loss on training batch is 0.952127.The batch test accuracy = 0.945312 , 0.992188 ，0.992188.
After 13400 training step(s),loss on training batch is 0.929773.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 13500 training step(s),loss on training batch is 0.896507.The batch test accuracy = 0.984375 , 1 ，1.
After 13600 training step(s),loss on training batch is 0.894034.The batch test accuracy = 0.976562 , 1 ，1.
After 13700 training step(s),loss on training batch is 0.906918.The batch test accuracy = 0.945312 , 0.976562 ，0.984375.
After 13800 training step(s),loss on training batch is 0.977113.The batch test accuracy = 0.953125 , 0.976562 ，0.984375.
After 13900 training step(s),loss on training batch is 1.02018.The batch test accuracy = 0.921875 , 0.992188 ，1.
After 14000 training step(s),loss on training batch is 0.927601.The batch test accuracy = 0.96875 , 1 ，1.
After 14100 training step(s),loss on training batch is 0.970121.The batch test accuracy = 0.984375 , 1 ，1.
After 14200 training step(s),loss on training batch is 1.02418.The batch test accuracy = 0.960938 , 0.984375 ，0.984375.
After 14300 training step(s),loss on training batch is 1.03407.The batch test accuracy = 0.921875 , 0.976562 ，0.992188.
After 14400 training step(s),loss on training batch is 0.940554.The batch test accuracy = 0.9375 , 1 ，1.
After 14500 training step(s),loss on training batch is 1.09966.The batch test accuracy = 0.960938 , 1 ，1.
After 14600 training step(s),loss on training batch is 0.897693.The batch test accuracy = 0.945312 , 0.992188 ，1.
After 14700 training step(s),loss on training batch is 1.05688.The batch test accuracy = 0.921875 , 0.992188 ，1.
After 14800 training step(s),loss on training batch is 0.972195.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 14900 training step(s),loss on training batch is 0.906486.The batch test accuracy = 0.96875 , 1 ，1.
After 15000 training step(s),loss on training batch is 0.886638.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 15100 training step(s),loss on training batch is 0.907191.The batch test accuracy = 0.960938 , 1 ，1.
After 15200 training step(s),loss on training batch is 1.09692.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 15300 training step(s),loss on training batch is 0.906214.The batch test accuracy = 0.96875 , 1 ，1.
After 15400 training step(s),loss on training batch is 0.93835.The batch test accuracy = 0.960938 , 0.992188 ，1.
After 15500 training step(s),loss on training batch is 0.985039.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 15600 training step(s),loss on training batch is 0.991877.The batch test accuracy = 0.953125 , 1 ，1.
After 15700 training step(s),loss on training batch is 0.98076.The batch test accuracy = 0.960938 , 1 ，1.
After 15800 training step(s),loss on training batch is 0.868407.The batch test accuracy = 0.960938 , 1 ，1.
After 15900 training step(s),loss on training batch is 1.01125.The batch test accuracy = 0.953125 , 0.984375 ，1.
After 16000 training step(s),loss on training batch is 0.997312.The batch test accuracy = 0.984375 , 1 ，1.
After 16100 training step(s),loss on training batch is 0.941712.The batch test accuracy = 0.945312 , 1 ，1.
After 16200 training step(s),loss on training batch is 0.902182.The batch test accuracy = 0.96875 , 1 ，1.
After 16300 training step(s),loss on training batch is 0.928443.The batch test accuracy = 0.945312 , 0.984375 ，1.
After 16400 training step(s),loss on training batch is 0.872327.The batch test accuracy = 0.960938 , 1 ，1.
After 16500 training step(s),loss on training batch is 0.890072.The batch test accuracy = 0.953125 , 1 ，1.
After 16600 training step(s),loss on training batch is 0.824982.The batch test accuracy = 0.945312 , 0.992188 ，0.992188.
After 16700 training step(s),loss on training batch is 0.890994.The batch test accuracy = 0.976562 , 1 ，1.
After 16800 training step(s),loss on training batch is 0.855682.The batch test accuracy = 0.953125 , 0.992188 ，1.
After 16900 training step(s),loss on training batch is 0.98029.The batch test accuracy = 0.96875 , 1 ，1.
After 17000 training step(s),loss on training batch is 0.999014.The batch test accuracy = 0.976562 , 1 ，1.
After 17100 training step(s),loss on training batch is 0.96358.The batch test accuracy = 0.960938 , 1 ，1.
After 17200 training step(s),loss on training batch is 0.850184.The batch test accuracy = 0.984375 , 1 ，1.
After 17300 training step(s),loss on training batch is 0.97278.The batch test accuracy = 0.96875 , 0.992188 ，0.992188.
After 17400 training step(s),loss on training batch is 0.892139.The batch test accuracy = 0.960938 , 1 ，1.
After 17500 training step(s),loss on training batch is 0.926218.The batch test accuracy = 0.976562 , 1 ，1.
After 17600 training step(s),loss on training batch is 0.877941.The batch test accuracy = 0.914062 , 0.984375 ，0.992188.
After 17700 training step(s),loss on training batch is 0.819273.The batch test accuracy = 0.960938 , 0.984375 ，0.992188.
After 17800 training step(s),loss on training batch is 0.890033.The batch test accuracy = 0.96875 , 1 ，1.
After 17900 training step(s),loss on training batch is 0.895261.The batch test accuracy = 0.96875 , 1 ，1.
After 18000 training step(s),loss on training batch is 0.859172.The batch test accuracy = 0.96875 , 1 ，1.
After 18100 training step(s),loss on training batch is 0.815884.The batch test accuracy = 0.96875 , 1 ，1.
After 18200 training step(s),loss on training batch is 0.872703.The batch test accuracy = 0.984375 , 1 ，1.
After 18300 training step(s),loss on training batch is 0.933331.The batch test accuracy = 0.992188 , 1 ，1.
After 18400 training step(s),loss on training batch is 0.931455.The batch test accuracy = 0.9375 , 1 ，1.
After 18500 training step(s),loss on training batch is 0.89088.The batch test accuracy = 0.96875 , 0.976562 ，0.992188.
After 18600 training step(s),loss on training batch is 0.892785.The batch test accuracy = 0.96875 , 1 ，1.
After 18700 training step(s),loss on training batch is 0.841013.The batch test accuracy = 0.976562 , 1 ，1.
After 18800 training step(s),loss on training batch is 0.913071.The batch test accuracy = 0.976562 , 1 ，1.
After 18900 training step(s),loss on training batch is 0.846068.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 19000 training step(s),loss on training batch is 0.866139.The batch test accuracy = 0.960938 , 1 ，1.
After 19100 training step(s),loss on training batch is 0.922526.The batch test accuracy = 0.976562 , 1 ，1.
After 19200 training step(s),loss on training batch is 0.9124.The batch test accuracy = 0.953125 , 1 ，1.
After 19300 training step(s),loss on training batch is 0.824391.The batch test accuracy = 0.976562 , 0.992188 ，0.992188.
After 19400 training step(s),loss on training batch is 0.928828.The batch test accuracy = 0.953125 , 1 ，1.
After 19500 training step(s),loss on training batch is 0.830457.The batch test accuracy = 0.960938 , 1 ，1.
After 19600 training step(s),loss on training batch is 0.835136.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 19700 training step(s),loss on training batch is 0.877988.The batch test accuracy = 0.992188 , 1 ，1.
After 19800 training step(s),loss on training batch is 0.811796.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 19900 training step(s),loss on training batch is 0.844856.The batch test accuracy = 0.984375 , 1 ，1.
After 20000 training step(s),loss on training batch is 0.796501.The batch test accuracy = 0.96875 , 1 ，1.
After 20100 training step(s),loss on training batch is 0.808523.The batch test accuracy = 0.976562 , 1 ，1.
After 20200 training step(s),loss on training batch is 0.813493.The batch test accuracy = 0.96875 , 1 ，1.
After 20300 training step(s),loss on training batch is 0.808483.The batch test accuracy = 0.96875 , 1 ，1.
After 20400 training step(s),loss on training batch is 0.831587.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 20500 training step(s),loss on training batch is 0.806254.The batch test accuracy = 0.984375 , 1 ，1.
After 20600 training step(s),loss on training batch is 0.807618.The batch test accuracy = 0.984375 , 0.984375 ，0.992188.
After 20700 training step(s),loss on training batch is 0.829872.The batch test accuracy = 0.96875 , 1 ，1.
After 20800 training step(s),loss on training batch is 0.962584.The batch test accuracy = 0.960938 , 0.992188 ，1.
After 20900 training step(s),loss on training batch is 0.943187.The batch test accuracy = 0.953125 , 0.992188 ，1.
After 21000 training step(s),loss on training batch is 0.855262.The batch test accuracy = 0.976562 , 1 ，1.
After 21100 training step(s),loss on training batch is 0.893492.The batch test accuracy = 0.960938 , 1 ，1.
After 21200 training step(s),loss on training batch is 0.976842.The batch test accuracy = 0.96875 , 0.992188 ，0.992188.
After 21300 training step(s),loss on training batch is 0.822549.The batch test accuracy = 0.960938 , 1 ，1.
After 21400 training step(s),loss on training batch is 0.849179.The batch test accuracy = 0.960938 , 1 ，1.
After 21500 training step(s),loss on training batch is 0.87987.The batch test accuracy = 0.953125 , 0.992188 ，1.
After 21600 training step(s),loss on training batch is 0.811956.The batch test accuracy = 0.960938 , 1 ，1.
After 21700 training step(s),loss on training batch is 0.81097.The batch test accuracy = 0.9375 , 1 ，1.
After 21800 training step(s),loss on training batch is 0.851973.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 21900 training step(s),loss on training batch is 0.890799.The batch test accuracy = 0.953125 , 1 ，1.
After 22000 training step(s),loss on training batch is 0.929937.The batch test accuracy = 0.929688 , 0.976562 ，0.984375.
After 22100 training step(s),loss on training batch is 0.958843.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 22200 training step(s),loss on training batch is 0.830932.The batch test accuracy = 0.921875 , 0.976562 ，0.984375.
After 22300 training step(s),loss on training batch is 0.862663.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 22400 training step(s),loss on training batch is 0.897395.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 22500 training step(s),loss on training batch is 0.819493.The batch test accuracy = 0.976562 , 0.992188 ，0.992188.
After 22600 training step(s),loss on training batch is 0.836863.The batch test accuracy = 0.945312 , 0.984375 ，0.992188.
After 22700 training step(s),loss on training batch is 1.04137.The batch test accuracy = 0.945312 , 0.992188 ，0.992188.
After 22800 training step(s),loss on training batch is 0.833055.The batch test accuracy = 0.976562 , 0.992188 ，0.992188.
After 22900 training step(s),loss on training batch is 0.891577.The batch test accuracy = 0.914062 , 0.96875 ，0.984375.
After 23000 training step(s),loss on training batch is 0.828165.The batch test accuracy = 0.9375 , 0.984375 ，0.992188.
After 23100 training step(s),loss on training batch is 0.830748.The batch test accuracy = 0.953125 , 1 ，1.
After 23200 training step(s),loss on training batch is 0.969713.The batch test accuracy = 0.921875 , 0.984375 ，0.984375.
After 23300 training step(s),loss on training batch is 0.920328.The batch test accuracy = 0.953125 , 1 ，1.
After 23400 training step(s),loss on training batch is 0.976027.The batch test accuracy = 0.984375 , 0.992188 ，0.992188.
After 23500 training step(s),loss on training batch is 0.925118.The batch test accuracy = 0.96875 , 0.992188 ，0.992188.
After 23600 training step(s),loss on training batch is 0.833778.The batch test accuracy = 0.984375 , 1 ，1.
After 23700 training step(s),loss on training batch is 0.904795.The batch test accuracy = 0.984375 , 0.992188 ，0.992188.
After 23800 training step(s),loss on training batch is 0.833767.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 23900 training step(s),loss on training batch is 0.817629.The batch test accuracy = 0.960938 , 0.984375 ，0.992188.
After 24000 training step(s),loss on training batch is 0.895093.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 24100 training step(s),loss on training batch is 0.893058.The batch test accuracy = 0.984375 , 0.992188 ，0.992188.
After 24200 training step(s),loss on training batch is 0.807367.The batch test accuracy = 0.929688 , 0.992188 ，0.992188.
After 24300 training step(s),loss on training batch is 0.823894.The batch test accuracy = 0.96875 , 1 ，1.
After 24400 training step(s),loss on training batch is 0.927391.The batch test accuracy = 0.96875 , 1 ，1.
After 24500 training step(s),loss on training batch is 0.839624.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 24600 training step(s),loss on training batch is 0.827731.The batch test accuracy = 0.96875 , 1 ，1.
After 24700 training step(s),loss on training batch is 0.904913.The batch test accuracy = 0.984375 , 1 ，1.
After 24800 training step(s),loss on training batch is 0.909106.The batch test accuracy = 0.9375 , 0.984375 ，0.984375.
After 24900 training step(s),loss on training batch is 0.781765.The batch test accuracy = 0.976562 , 0.992188 ，0.992188.
After 25000 training step(s),loss on training batch is 0.849128.The batch test accuracy = 0.945312 , 1 ，1.
After 25100 training step(s),loss on training batch is 0.903855.The batch test accuracy = 0.96875 , 0.984375 ，0.992188.
After 25200 training step(s),loss on training batch is 0.909368.The batch test accuracy = 0.984375 , 1 ，1.
After 25300 training step(s),loss on training batch is 0.906826.The batch test accuracy = 0.976562 , 1 ，1.
After 25400 training step(s),loss on training batch is 0.860879.The batch test accuracy = 0.960938 , 0.992188 ，0.992188.
After 25500 training step(s),loss on training batch is 0.914491.The batch test accuracy = 0.9375 , 1 ，1.
After 25600 training step(s),loss on training batch is 0.864719.The batch test accuracy = 0.976562 , 1 ，1.
After 25700 training step(s),loss on training batch is 0.829619.The batch test accuracy = 0.953125 , 1 ，1.
After 25800 training step(s),loss on training batch is 0.841397.The batch test accuracy = 0.984375 , 1 ，1.
After 25900 training step(s),loss on training batch is 0.874419.The batch test accuracy = 0.976562 , 1 ，1.
After 26000 training step(s),loss on training batch is 0.838093.The batch test accuracy = 0.976562 , 1 ，1.
After 26100 training step(s),loss on training batch is 0.893913.The batch test accuracy = 0.96875 , 0.992188 ，1.
After 26200 training step(s),loss on training batch is 0.864384.The batch test accuracy = 0.984375 , 1 ，1.
After 26300 training step(s),loss on training batch is 0.776124.The batch test accuracy = 0.984375 , 1 ，1.
After 26400 training step(s),loss on training batch is 0.916672.The batch test accuracy = 0.992188 , 1 ，1.
After 26500 training step(s),loss on training batch is 0.858288.The batch test accuracy = 0.984375 , 1 ，1.
After 26600 training step(s),loss on training batch is 0.780083.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 26700 training step(s),loss on training batch is 0.854179.The batch test accuracy = 0.96875 , 1 ，1.
After 26800 training step(s),loss on training batch is 0.788779.The batch test accuracy = 0.953125 , 0.992188 ，0.992188.
After 26900 training step(s),loss on training batch is 0.839353.The batch test accuracy = 0.984375 , 1 ，1.
After 27000 training step(s),loss on training batch is 0.823602.The batch test accuracy = 0.9375 , 0.992188 ，1.
After 27100 training step(s),loss on training batch is 0.776715.The batch test accuracy = 0.992188 , 1 ，1.
After 27200 training step(s),loss on training batch is 0.783748.The batch test accuracy = 0.976562 , 0.992188 ，1.
After 27300 training step(s),loss on training batch is 0.815459.The batch test accuracy = 0.96875 , 0.984375 ，1.
After 27400 training step(s),loss on training batch is 0.807985.The batch test accuracy = 0.984375 , 1 ，1.
After 27500 training step(s),loss on training batch is 0.86371.The batch test accuracy = 0.984375 , 1 ，1.
